CustomerID,Age,Gender,MaritalStatus,AnnualIncome (USD),TotalPurchases,PreferredCategory
1101,0.7446808510638298,1,2,0.7508999280057596,0.52,1
1102,0.44680851063829785,0,2,0.27033000150685627,0.2,0
1103,0.5106382978723404,1,2,0.5018500845513754,0.48000000000000004,1
1104,0.5319148936170213,0,2,0.9971202303815696,0.6799999999999999,1
1105,0.46808510638297873,0,2,0.3654963416880139,0.6799999999999999,1
1106,0.8936170212765958,1,2,0.15877241448591095,0.03999999999999998,0
1107,0.021276595744680826,1,2,0.7789441960922197,0.6399999999999999,0
1108,0.08510638297872342,0,1,0.32368945368091484,0.56,0
1109,0.4042553191489362,1,0,0.6947946489862207,0.8800000000000001,1
1110,0.9361702127659574,1,2,0.32104408391514727,0.76,1
1111,0.36170212765957444,0,2,0.4334722989602693,0.24,0
1112,0.36170212765957444,1,2,0.31006077653322617,0.32,1
1113,0.21276595744680848,0,1,0.1219883804644466,0.03999999999999998,1
1114,0.2978723404255319,1,2,0.6751552899023892,0.48000000000000004,0
1115,0.44680851063829785,0,1,0.5054832822676512,0.03999999999999998,1
1116,0.12765957446808507,0,0,0.4681634771543859,0.8400000000000001,0
1117,0.23404255319148937,0,0,0.2155139216769636,0.0,1
1118,0.6170212765957447,1,2,0.6508949051517741,0.48000000000000004,0
1119,0.23404255319148937,0,0,0.3150836305188609,0.15999999999999998,0
1120,0.6808510638297872,1,0,0.20834798332412485,0.48000000000000004,1
1121,0.3191489361702128,0,2,0.7410551341939158,0.8,1
1122,0.17021276595744683,1,0,0.1328042593801798,0.6399999999999999,0
1123,0.10638297872340424,1,0,0.6990640748740102,0.8,0
1124,0.36170212765957444,1,0,0.8519764930433473,0.8800000000000001,0
1125,0.17021276595744683,0,2,0.7750431128300435,0.08000000000000002,0
1126,0.9148936170212766,1,2,0.9211914209653926,0.44,0
1127,0.6595744680851064,1,0,0.6552145595794197,0.6000000000000001,1
1128,0.7872340425531915,1,2,0.5112595643511311,0.0,0
1129,0.42553191489361697,0,2,0.2740469134562259,0.96,0
1130,0.021276595744680826,1,2,0.7968422991276978,0.52,0
1131,0.5957446808510638,1,1,0.4869154653674219,0.27999999999999997,0
1132,0.723404255319149,0,2,0.45806754064326016,0.52,1
1133,0.6382978723404255,1,0,0.5823329482478612,0.6799999999999999,0
1134,0.0,1,1,0.2594304083580291,0.32,0
1135,0.7446808510638298,1,2,0.8996768630602576,0.12,0
1136,0.9361702127659574,0,0,0.43600046879970544,0.0,1
1137,0.7446808510638298,1,1,0.5670132435916755,0.2,0
1138,0.23404255319148937,0,1,0.6657625529492526,0.6799999999999999,0
1139,0.10638297872340424,1,2,0.25588092487484726,0.24,0
1140,0.5531914893617021,0,1,0.37629547775712835,0.32,0
1141,0.21276595744680848,0,2,0.14864299228154776,0.24,0
1142,0.9999999999999999,1,0,0.6465417650308907,0.72,0
1143,0.23404255319148937,1,1,0.189194166792238,0.96,0
1144,0.23404255319148937,0,2,0.08431697557218676,0.8,0
1145,0.6382978723404255,0,0,0.5275336112645872,0.32,1
1146,0.9361702127659574,0,0,0.9490850034322835,0.96,1
1147,0.723404255319149,0,2,0.2001607313275403,0.08000000000000002,0
1148,0.08510638297872342,1,2,0.4443049207226213,0.72,0
1149,0.12765957446808507,1,0,0.08450114688499344,1.0,1
1150,0.4042553191489362,1,2,0.3216133407001859,0.44,1
1151,0.7872340425531915,1,1,0.42079796406985115,0.36000000000000004,1
1152,0.5106382978723404,1,0,0.8814439030924037,0.39999999999999997,0
1153,0.8723404255319148,1,1,0.8501682656085188,0.72,1
1154,0.9574468085106383,1,2,0.7439851323522026,0.15999999999999998,1
1155,0.7446808510638298,0,0,0.6442647378907362,0.6000000000000001,1
1156,0.702127659574468,1,2,0.5515930818557773,0.96,0
1157,0.723404255319149,1,1,0.2652569189813653,0.27999999999999997,0
1158,0.25531914893617025,0,1,0.2487484722152461,0.03999999999999998,1
1159,0.08510638297872342,0,1,0.08840223014716964,0.8,0
1160,0.9574468085106383,0,1,0.4804024980327155,0.03999999999999998,0
1161,0.0,1,0,0.20242101562107595,0.76,1
1162,0.276595744680851,0,0,0.7331190248966131,0.32,0
1163,0.021276595744680826,0,2,0.17029149295963308,0.36000000000000004,1
1164,0.10638297872340424,1,1,0.5979707669898036,0.6399999999999999,0
1165,0.5531914893617021,0,0,0.4303916151824134,0.39999999999999997,1
1166,0.021276595744680826,1,2,0.5328243507961223,0.0,0
1167,0.08510638297872342,0,2,0.027223868602139767,0.96,0
1168,0.04255319148936171,1,2,0.9619100239422707,0.6000000000000001,1
1169,0.1914893617021276,1,2,0.9670835635474744,0.6799999999999999,1
1170,0.17021276595744683,0,2,0.02208381469017362,0.56,0
1171,0.5106382978723404,1,1,0.6659299814154402,0.48000000000000004,0
1172,0.9787234042553191,0,0,0.14745425017161418,0.6399999999999999,1
1173,0.5744680851063829,1,2,0.8149413163226011,0.24,0
1174,0.9361702127659574,0,1,0.11093810169605034,0.6399999999999999,1
1175,0.723404255319149,0,0,0.05384499472600335,0.08000000000000002,1
1176,0.8297872340425531,0,2,0.6684246655616388,0.6799999999999999,0
1177,0.9361702127659574,1,1,0.21166306695464365,0.32,1
1178,0.5531914893617021,0,1,0.6423895390694327,0.08000000000000002,0
1179,0.23404255319148937,1,0,0.07224538316004492,0.72,0
1180,0.9148936170212766,1,1,0.3673882833559363,0.96,0
1181,0.42553191489361697,1,0,0.6225827515194133,0.6399999999999999,0
1182,0.5957446808510638,0,0,0.765081119091868,0.36000000000000004,0
1183,0.9787234042553191,0,2,0.8736249937214327,1.0,0
1184,0.0,0,0,0.6452525658412445,0.03999999999999998,1
1185,0.5957446808510638,0,1,0.5839737472165019,0.03999999999999998,1
1186,0.021276595744680826,0,2,0.20210290153531907,0.9200000000000002,1
1187,0.44680851063829785,0,2,0.8147571450097946,0.15999999999999998,1
1188,0.44680851063829785,0,1,0.024478041756659463,0.8400000000000001,0
1189,0.276595744680851,1,0,0.8983374353307549,0.2,1
1190,0.1914893617021276,0,0,0.09528354010748907,0.39999999999999997,0
1191,0.10638297872340424,1,0,0.7946992147604937,0.48000000000000004,1
1192,0.9148936170212766,0,2,0.6575920437992868,0.36000000000000004,0
1193,0.5319148936170213,0,0,0.1628911547541313,0.24,0
1194,0.08510638297872342,1,0,0.13069466070621327,0.44,0
1195,0.5957446808510638,0,2,0.6508446766119176,0.27999999999999997,1
1196,0.851063829787234,0,1,0.2371624223550488,0.56,1
1197,0.5957446808510638,1,0,0.610779044653172,0.24,0
1198,0.23404255319148937,1,2,0.5424012590620657,0.27999999999999997,0
1199,0.8085106382978723,1,0,0.7591206656955816,0.48000000000000004,0
1200,0.12765957446808507,0,0,0.3792422187620339,0.72,1
1201,0.1914893617021276,0,1,0.9137408542200345,0.56,0
1202,0.851063829787234,1,2,0.7772699114303414,0.36000000000000004,1
1203,0.5319148936170213,0,1,0.5923953990657491,0.2,0
1204,0.3191489361702128,0,2,0.4739230163912469,0.6399999999999999,1
1205,0.25531914893617025,0,0,0.9734625881092305,0.8,0
1206,0.04255319148936171,0,0,0.2957121569809299,0.36000000000000004,1
1207,0.14893617021276595,1,1,0.11030187352453669,0.6799999999999999,0
1208,0.46808510638297873,1,0,0.9025901183719256,0.76,0
1209,0.723404255319149,1,0,0.5873725450801146,0.8400000000000001,0
1210,0.9361702127659574,1,1,0.5728062685217741,0.72,0
1211,0.10638297872340424,1,0,0.5110753930383245,0.32,1
1212,0.08510638297872342,0,0,0.5159643042510087,0.8400000000000001,1
1213,0.702127659574468,1,1,0.3344383612101729,0.08000000000000002,1
1214,0.08510638297872342,1,2,0.6612419843621813,0.6399999999999999,1
1215,0.0,1,2,0.7613809499891171,0.12,1
1216,0.06382978723404253,1,0,0.7284310278433539,0.08000000000000002,1
1217,0.06382978723404253,1,1,0.020945301120096516,0.2,0
1218,0.5106382978723404,1,2,0.7271418286537077,0.6799999999999999,0
1219,0.34042553191489355,1,0,0.5018668273979943,0.8800000000000001,1
1220,0.6808510638297872,0,2,0.5468046277228056,0.08000000000000002,1
1221,0.5957446808510638,0,1,0.7337887387613642,0.44,0
1222,0.021276595744680826,0,1,0.8487451236459223,0.9200000000000002,0
1223,0.5106382978723404,0,2,0.2380665360724631,0.12,1
1224,0.5319148936170213,1,1,0.5357208632611716,0.96,0
1225,0.5957446808510638,1,0,0.5795368928625246,0.6000000000000001,1
1226,0.5957446808510638,1,2,0.8905854973462588,0.96,1
1227,0.42553191489361697,0,1,0.6180454400857234,0.8,1
1228,0.9148936170212766,0,1,0.2932844442212065,0.0,1
1229,0.9787234042553191,0,2,0.9861034373064108,1.0,0
1230,0.12765957446808507,0,0,0.6747534615835384,0.32,0
1231,0.1914893617021276,1,0,0.48656386558842746,0.0,0
1232,0.3829787234042553,0,1,0.38714484236609903,0.03999999999999998,1
1233,0.8723404255319148,1,1,0.7203442329264822,0.36000000000000004,0
1234,0.14893617021276595,0,1,0.028831181877542855,0.44,1
1235,0.9574468085106383,1,1,0.047951512716192024,0.8800000000000001,0
1236,0.21276595744680848,0,1,0.4180019086845146,0.24,0
1237,0.5531914893617021,1,2,0.2712508580708892,0.36000000000000004,1
1238,0.4893617021276595,1,1,0.4269425887789442,0.36000000000000004,0
1239,0.021276595744680826,1,2,0.8389003298340785,0.6000000000000001,0
1240,0.5531914893617021,1,1,0.3644750280442681,0.27999999999999997,0
1241,0.1914893617021276,0,1,0.8575518609674018,0.27999999999999997,1
1242,0.5744680851063829,1,1,0.3013042677516031,0.12,0
1243,0.34042553191489355,1,0,0.7339059386876958,0.8400000000000001,0
1244,0.1914893617021276,0,1,0.9714701893615953,0.76,1
1245,0.851063829787234,0,1,0.9665812781489109,0.76,1
1246,0.8297872340425531,1,1,0.8427511845563984,0.08000000000000002,1
1247,0.8723404255319148,1,0,0.2549600683108142,0.24,0
1248,0.14893617021276595,0,2,0.06375675992432239,0.03999999999999998,0
1249,0.9787234042553191,1,1,0.6656453530229209,0.32,0
1250,0.6382978723404255,0,2,0.8356187318967971,0.44,1
1251,0.702127659574468,1,1,0.3076832923133591,0.8,0
1252,0.42553191489361697,1,1,0.22847288495990092,0.72,0
1253,0.42553191489361697,1,2,0.6767960888710298,0.27999999999999997,0
1254,0.6170212765957447,0,1,0.6081001891941669,0.24,1
1255,0.276595744680851,1,0,0.9142263967719793,0.6399999999999999,0
1256,0.7872340425531915,0,1,0.9261807892577896,0.56,0
1257,0.8085106382978723,0,0,0.19399936377182847,0.8,0
1258,0.9148936170212766,0,0,0.30153866760426606,0.27999999999999997,1
1259,0.9361702127659574,0,0,0.9934200612788187,0.72,1
1260,0.8085106382978723,0,0,0.07678269459373488,0.27999999999999997,1
1261,0.46808510638297873,1,1,0.5427696016876791,0.52,0
1262,0.4042553191489362,1,0,0.019773301856781722,0.52,0
1263,0.5531914893617021,0,1,0.5859159174242805,0.76,1
1264,0.9574468085106383,0,2,0.0653305875064879,0.32,1
1265,0.276595744680851,0,1,0.8663753411355,0.8800000000000001,1
1266,0.9787234042553191,1,2,0.9911597769852831,0.27999999999999997,1
1267,0.723404255319149,0,1,0.10690307566092394,0.39999999999999997,0
1268,0.5531914893617021,1,0,0.6187821253369499,0.0,0
1269,0.702127659574468,0,1,0.6415691395851124,0.0,1
1270,0.5106382978723404,1,0,0.19589130543975086,0.56,1
1271,0.6595744680851064,0,2,0.5639493026604383,0.6000000000000001,1
1272,0.6808510638297872,0,1,0.012004621025666795,0.6799999999999999,1
1273,0.9361702127659574,0,1,0.006713881494131657,0.08000000000000002,0
1274,0.14893617021276595,0,2,0.9947427461617024,0.03999999999999998,1
1275,0.36170212765957444,0,2,0.22396905921944854,0.39999999999999997,0
1276,0.7659574468085105,1,2,0.59733453881829,0.32,0
1277,0.5957446808510638,0,0,0.8507040367003198,0.9200000000000002,1
1278,0.21276595744680848,1,0,0.9119995981716813,0.36000000000000004,1
1279,0.4042553191489362,1,1,0.17379074790295845,0.72,1
1280,0.9787234042553191,1,2,0.6319420027793126,0.9200000000000002,0
1281,0.5319148936170213,0,1,0.750950156545616,0.12,1
1282,0.6382978723404255,0,1,0.16300835468046282,0.8,0
1283,0.36170212765957444,1,1,0.2503390426440304,0.6000000000000001,0
1284,0.5319148936170213,1,0,0.08126977748756847,0.39999999999999997,0
1285,0.5744680851063829,1,1,0.3000652971018133,0.08000000000000002,1
1286,0.3191489361702128,1,1,0.18402062718703438,0.48000000000000004,1
1287,0.9787234042553191,0,2,0.5358715488807408,0.44,0
1288,0.04255319148936171,1,2,0.7059621276809485,0.48000000000000004,1
1289,0.10638297872340424,0,2,0.2081303263180806,0.56,1
1290,0.9148936170212766,0,0,0.3662665126324778,0.8800000000000001,0
1291,0.6595744680851064,1,2,0.9993470289818676,0.36000000000000004,1
1292,0.851063829787234,0,2,0.3354429320073,0.15999999999999998,1
1293,0.7659574468085105,1,1,0.41110385587757636,0.2,1
1294,0.021276595744680826,0,0,0.48641317996885824,0.9200000000000002,0
1295,0.9787234042553191,0,2,0.4034188892795554,0.56,0
1296,0.06382978723404253,0,2,0.12491837862273347,1.0,1
1297,0.04255319148936171,1,2,0.8906859544259715,0.9200000000000002,1
1298,0.12765957446808507,0,2,0.935305640665026,0.8800000000000001,0
1299,0.08510638297872342,1,1,0.5445108577360322,0.8400000000000001,0
1300,0.5106382978723404,1,2,0.8718837376730793,0.12,0
1301,0.4042553191489362,1,1,0.11949369631824802,0.03999999999999998,0
1302,0.4893617021276595,0,1,0.5964471679474945,0.39999999999999997,1
1303,0.4042553191489362,1,0,0.9476786043163059,0.9200000000000002,0
1304,0.702127659574468,0,2,0.0364156913958511,0.44,1
1305,0.021276595744680826,0,2,0.09519982587439524,0.27999999999999997,1
1306,0.276595744680851,0,0,0.11075393038324377,0.6000000000000001,0
1307,0.021276595744680826,0,1,0.6213605237162423,0.8800000000000001,0
1308,0.7872340425531915,0,2,0.5080449378003249,0.76,1
1309,0.9787234042553191,0,0,0.48827163594354306,0.32,1
1310,0.0,1,0,0.14780584995060864,0.03999999999999998,1
1311,0.9787234042553191,0,0,0.06916469938218894,0.56,0
1312,0.7446808510638298,1,0,0.7840842500041858,0.76,1
1313,0.702127659574468,1,0,0.8478410099285081,0.6000000000000001,1
1314,0.9361702127659574,0,1,0.060743047532941574,0.8800000000000001,0
1315,0.6595744680851064,0,2,0.7254842868384483,0.9200000000000002,1
1316,0.5319148936170213,1,0,0.515411790312589,0.0,1
1317,0.6382978723404255,1,1,0.18286537077033838,1.0,1
1318,0.14893617021276595,1,2,0.9695949905402916,0.6000000000000001,1
1319,0.9787234042553191,1,2,0.6150986990808178,0.48000000000000004,1
1320,0.723404255319149,1,0,0.6743851189579253,0.32,0
1321,0.08510638297872342,0,2,0.8046612084986691,0.8,1
1322,0.9787234042553191,0,0,0.40665025867698024,0.8800000000000001,0
1323,0.9361702127659574,1,0,0.7538466690106653,0.44,0
1324,0.14893617021276595,1,2,0.5252733269710517,0.8,1
1325,0.5106382978723404,1,1,0.231386140271569,0.44,0
1326,0.5106382978723404,1,1,0.28218393691295396,0.48000000000000004,1
1327,0.6595744680851064,0,1,0.5591441056808479,0.12,1
1328,0.723404255319149,0,2,0.26641217539806117,0.32,0
1329,0.021276595744680826,0,2,0.049324426138932176,0.27999999999999997,1
1330,0.3191489361702128,1,0,0.0877325162824184,0.48000000000000004,1
1331,0.08510638297872342,1,1,0.20471478560784906,0.0,1
1332,0.723404255319149,1,2,0.5331424648818792,0.15999999999999998,0
1333,0.10638297872340424,0,0,0.9152309675691062,0.8,1
1334,0.5744680851063829,1,1,0.60517019103588,0.32,1
1335,0.14893617021276595,1,0,0.781539337318131,0.15999999999999998,1
1336,0.6595744680851064,0,2,0.8079595492825691,0.15999999999999998,1
1337,0.0,1,2,0.438260753093241,0.52,1
1338,0.21276595744680848,0,2,0.8969812647546336,0.6000000000000001,0
1339,0.46808510638297873,0,0,0.3784887906641887,0.8400000000000001,0
1340,0.8297872340425531,0,1,0.3506454367371541,0.76,0
1341,0.9148936170212766,0,1,0.5026035126492208,0.36000000000000004,1
1342,0.6170212765957447,1,1,0.7726656286101763,0.0,0
1343,0.851063829787234,0,0,0.011016793075158682,0.96,0
1344,0.14893617021276595,1,1,0.3184321998426173,0.8,1
1345,0.25531914893617025,1,2,0.871833509133223,0.76,0
1346,0.8723404255319148,1,2,1.0,0.08000000000000002,0
1347,0.7446808510638298,0,2,0.6715053493394947,0.76,0
1348,0.23404255319148937,1,0,0.36095903025432396,0.15999999999999998,0
1349,0.4042553191489362,1,2,0.6987459607882534,0.0,1
1350,0.5106382978723404,0,1,0.36300165754181535,0.72,1
1351,0.5744680851063829,0,2,0.9208565640330169,0.8400000000000001,1
1352,0.8085106382978723,0,2,0.22043631858288548,0.12,1
1353,0.702127659574468,1,1,0.12553786394762845,0.48000000000000004,0
1354,0.3829787234042553,0,2,0.7656503758769067,0.72,0
1355,0.36170212765957444,0,1,0.7751100842165186,0.15999999999999998,0
1356,0.276595744680851,1,2,0.9243725618229612,0.6000000000000001,1
1357,0.23404255319148937,1,2,0.9505416310881176,0.72,1
1358,0.7446808510638298,1,0,0.7651648333249619,0.08000000000000002,1
1359,0.6382978723404255,0,2,0.08212366266512638,0.56,0
1360,0.34042553191489355,1,2,0.11470524218527633,0.24,1
1361,0.1914893617021276,0,1,0.6475463358280176,0.24,0
1362,0.9787234042553191,1,0,0.7927235588594774,0.76,0
1363,0.46808510638297873,1,2,0.579955464027994,0.15999999999999998,0
1364,0.8723404255319148,1,1,0.9292782158822643,0.52,0
1365,0.2978723404255319,0,2,0.8648015135533345,0.15999999999999998,0
1366,0.17021276595744683,1,2,0.8833023590670885,0.9200000000000002,0
1367,0.5319148936170213,0,1,0.5596631339260301,0.52,1
1368,0.9999999999999999,1,1,0.9597501967284479,0.6399999999999999,0
1369,0.5319148936170213,0,2,0.34548863997856927,1.0,0
1370,0.9361702127659574,0,1,0.6943760778207511,0.6799999999999999,0
1371,0.3829787234042553,1,0,0.8735580223349575,0.72,0
1372,0.9787234042553191,1,1,0.40609774473856053,0.6000000000000001,1
1373,0.7872340425531915,1,0,0.5071240812362918,0.96,1
1374,0.8297872340425531,0,1,0.6534398178378289,1.0,1
1375,0.25531914893617025,0,0,0.6215446950290489,0.27999999999999997,0
1376,0.42553191489361697,1,2,0.040065631958745684,0.56,0
1377,0.3191489361702128,0,1,0.15756692952935858,1.0,0
1378,0.4893617021276595,1,0,0.354797662698612,0.32,1
1379,0.6808510638297872,1,0,0.8928457816397946,0.0,1
1380,0.10638297872340424,1,0,0.5343981783782878,0.24,0
1381,0.723404255319149,1,1,0.34537144005223763,0.96,1
1382,0.0,1,1,0.43643578281179374,0.27999999999999997,0
1383,0.0,0,0,0.5213889865554941,0.9200000000000002,0
1384,0.06382978723404253,1,0,0.5322048654712275,0.8,0
1385,0.44680851063829785,0,1,0.0669211579352722,0.52,1
1386,0.5106382978723404,1,0,0.9924489761749293,0.56,0
1387,0.5531914893617021,1,1,0.5266629832404106,0.15999999999999998,1
1388,0.5957446808510638,1,2,0.6025917926565876,0.52,0
1389,0.06382978723404253,0,0,0.9371640966397108,0.44,0
1390,0.8723404255319148,1,0,0.6237380079361095,0.8800000000000001,0
1391,0.3191489361702128,0,0,0.07797143670366835,0.32,0
1392,0.25531914893617025,0,1,0.9106936561354162,0.6399999999999999,0
1393,0.723404255319149,1,0,0.5915080281949538,0.44,1
1394,0.5957446808510638,1,0,0.7805682522142414,0.12,1
1395,0.7446808510638298,1,1,0.6044335057846535,0.27999999999999997,0
1396,0.3829787234042553,0,1,0.39407638086627483,0.24,1
1397,0.0,1,1,0.4362181258057496,0.6799999999999999,1
1398,0.3191489361702128,1,2,0.36921325363738355,0.2,0
1399,0.10638297872340424,1,2,0.571885411957741,0.44,1
1400,0.2978723404255319,1,1,0.2575217238434879,0.52,0
1401,0.23404255319148937,1,0,0.4208984211495639,0.27999999999999997,1
1402,0.276595744680851,0,1,0.21626734977480877,0.48000000000000004,0
1403,0.44680851063829785,1,1,0.966279906909773,0.27999999999999997,1
1404,0.5106382978723404,0,2,0.32526328126308035,0.15999999999999998,1
1405,0.9361702127659574,1,1,0.957355969661962,0.52,1
1406,0.2978723404255319,0,1,0.1818105714333551,0.8400000000000001,0
1407,0.25531914893617025,1,2,0.9991461148224421,0.9200000000000002,1
1408,0.6595744680851064,1,0,0.2524988698578533,0.72,0
1409,0.42553191489361697,1,1,0.9584609975388017,0.12,0
1410,0.8297872340425531,1,2,0.725501029685067,0.52,0
1411,0.8723404255319148,0,2,0.5581227920371021,0.44,0
1412,0.5106382978723404,1,1,0.5496509116479984,0.76,1
1413,0.9787234042553191,0,0,0.15446950290488393,0.44,1
1414,0.8936170212765958,0,0,0.42111607815560803,0.44,1
1415,0.4893617021276595,0,0,0.8583890032983408,0.52,1
1416,0.21276595744680848,0,0,0.1482913925025533,0.9200000000000002,0
1417,0.04255319148936171,1,0,0.7088418972993789,0.44,0
1418,0.5531914893617021,0,2,0.12071592412141918,0.72,1
